text,topic,topic_int
Conservatives Find New Foil In Culture Wars: Silicon Valley,Business,1
An Industry in Reverse,Business,1
"Crime, Punishment and Then What?",Culture,3
An Energy Department photographer says he was fired for exposing the coal industry’s influence with the Energy secretary.,Business,1
"Even with the best laid plans, there’s no accounting for a psychopath.",Culture,3
Pas de Deux On Blades,Culture,3
"Crawling Jonahs: Swallowed by Toads, Beetles Blast Way Out",Science,2
Soured on Uber,Business,1
"“Swing Low, Sweet Chariot,” which in the United States evokes the darkness of slavery, has morphed into something else entirely across the Atlantic.",Sports,0
"The prize set off a debate about anti-Semitism in Germany’s hugely popular hip-hop music scene, and among young people.",Culture,3
Chelsea Nears a Championship by Excelling at the Predictable,Sports,0
Why a Few Rain Clouds Started the Markets Convulsing,Business,1
"Although the Knicks beat the Philadelphia 76ers on Wednesday night, the victory meant nothing. It was the contrast in team philosophies that was striking.",Sports,0
Downfall of a Provocateur Shakes the Core of Conservatism,Business,1
The complexity of the public service loan forgiveness program has tripped up many teachers like Jed Shafer. An October Your Money column led to changes.,Business,1
"While performers who go from show to show embrace the identity, Actors’ Equity has decided that a ceremony celebrating them needs to be renamed.",Culture,3
"In Early Going, Yanks Steal Mets’ Thunder",Sports,0
"‘Billions’ Season 2, Episode 10: Nonconformity",Culture,3
‘RuPaul’s Drag Race All Stars’: You Can Kill Evil,Culture,3
Track Hands Of Workers? Amazon Has Patents for It,Business,1
"Talk about a Hollywood twist ending. “Moonlight” took best picture, but not until after it was mistakenly announced that “La La Land” had won.",Culture,3
Creating a single token requires as much electricity as two years’ worth of consumption by an average American home. Some enthusiasts believe that’s a problem.,Business,1
"Reversing clean power rules may lead to more drilling and pipelines, but economics and state initiatives still favor natural gas and renewable energy.",Business,1
Risks: Hepatitis Tied to Parkinson’s,Science,2
"‘Here and Now’ Season 1, Episode 8: The Absurdist Hero",Culture,3
"The legitimate contenders, as pitchers and catchers prepare to report: Dodgers, Rockies, Cubs, Cardinals, Yankees, Mets, Red Sox, Indians and Astros.",Sports,0
"Why paddle out under the stars? To get away from the crowds, mainly.",Sports,0
Have Sympathy for the Devils? Maybe This Year,Sports,0
Bring on the soup: Fluids will help diminish your headache and bolster your immune response.,Science,2
"Paid More Than His Boss, or Even His Boss’s Boss",Science,2
A doctor has developed an advance directive specifically to plan for medical care in the event of dementia.,Science,2
The Eagles Beat Him. Time Can’t.,Sports,0
"In the Boyle Heights neighborhood, a design intervention led by residents and activists unveils a “playground in a box” to reclaim streets for public life.",Culture,3
Farid’s inexplicable connection with Ramon has awakened Farid to the possibility of some overarching force in the universe.,Culture,3
"Escape from life’s worries and connection to family are some of the psychological reasons for turning to crossword puzzles, experts say.",Culture,3
"Ian Austen, a correspondent in Canada for The New York Times, chronicles the ups and downs of the country’s high-tech industry.",Business,1
"Season 10 began Thursday night with unusually strong 14-queen crew, and it’s hard to imagine who will be eliminated.",Culture,3
"Old-School Star, Not Easy to Root For",Sports,0
"Before I became a financial reporter, I was what they used to call a “customer’s man.” Nevermind that I’m a woman.",Business,1
The rapper’s win for “DAMN.” is overdue recognition for hip-hop but raises concerns about the shrinking number of platforms for noncommercial work.,Culture,3
Taking Picky Eating to the Extreme,Science,2
The Amazing Metabolism of Hummingbirds,Science,2
"The president will cast himself as a friend to farmers in a speech on Monday, but his position on trade and some parts of the new tax law threaten to undercut their interests.",Business,1
Immigrant Women and What’s Left Behind,Culture,3
"The N.B.A.’s biggest stars no longer compete in its dunk contest, but a core fan base continues to love it anyway.",Sports,0
‘RuPaul’s Drag Race All Stars’: Get Out of My Station,Culture,3
"After last week’s delightful season premiere, Thursday’s episode was like a bad second date.",Culture,3
Clown Fish Need More Energy to Live in a Bleached Home,Science,2
"Jimmy Kimmel Marks the ‘2,000th Lie’ of the Trump Administration",Culture,3
"In a battle of offenses, Zach Ertz scored the winning touchdown with 2:21 left as Philadelphia kept Tom Brady and the New England Patriots from their sixth title.",Sports,0
"Some organizations have lost donors because of their ties to celebrities accused of sexual misconduct, while others have relinquished gifts from those men.",Culture,3
"To Evaluate a Dog’s Smarts, Humans Pick Up New Tricks",Science,2
Trump Tells Foreign Leaders That Nafta Can Stay for Now,Business,1
"‘Better Call Saul’ Season 3, Episode 2: Playing Chicken",Culture,3
"Indians Return, No Longer Underdogs",Sports,0
"John Higgins was harassed by fans for his performance in a game in which his bosses felt he performed well, illustrating referees’ often thankless task.",Sports,0
"A New Target: 15,000 Steps",Science,2
"The T.P.P. and other trade deals required tougher labor and environment measures. Some call them fig leaves, but others bemoan their loss.",Business,1
What We Don’t Talk About When We Talk About Abortion,Culture,3
"South Korea put on quite a show, but a shirtless Tongan stole it. At the end, the figure skater Yuna Kim lit the Olympic torch to start the Games.",Sports,0
"In true “blood is thicker than water” spirit, Al gives his cousin one last chance to prove his chops as a manager. It doesn’t go well.",Culture,3
Fighting for a Town’s Life,Sports,0
A Tour of the Word Factory,Culture,3
The administration is expected to formally announce tariffs on Thursday despite pushback from Republican lawmakers and as officials began signaling carve-outs for certain countries.,Business,1
"‘Legion’ Season 1, Episode 4: Mind Games",Culture,3
Revealing What You May Not Care to Tell,Culture,3
"This week’s episode put motherhood front and center — which, per their daughters, both Davis and Crawford were famously bad at doing.",Culture,3
Legislation would allow more home building along transit routes to reduce gas-guzzling commutes. Some who support the goal have denounced the method.,Business,1
A win over the Cowboys revitalizes Titletown.,Sports,0
Worker Who Sent Missile Alert Had Confused Drills for the Real Thing Before,Business,1
Gertrude and Alice and Love and Genius,Culture,3
Texas A&M Swats Second-Seeded North Carolina From Tournament,Sports,0
RB Leipzig is confident it will be able to compete in next year’s Champions League despite a relationship with the Austrian champion Red Bull Salzburg that could violate UEFA rules.,Sports,0
Tests that exposed monkeys to diesel exhaust provoked public outrage and are likely to intensify criticism of pro-diesel lobbying by carmakers.,Business,1
Musicians Aging in Concert,Culture,3
Mr. Oliver talks about the new season of his topical HBO comedy series and a challenging interview of Dustin Hoffman that he conducted.,Culture,3
"In “Natural Causes,” Ehrenreich assails the American conflation of health with virtue and offers charming contrarian thoughts about the wellness movement.",Culture,3
"‘Legion’ Season 1, Episode 6 Recap: Asylum Seekers",Culture,3
He Was Out of the Game. Then a War Zone Called.,Culture,3
"As President Trump touts a more aggressive approach to trade, other countries are moving on with deals that do not include the United States.",Business,1
A new documentary from Peter Schweizer — the man who gave the world “Clinton Cash” — signals a revised strategy for conservatives in the culture wars.,Business,1
"As Gus works to build his empire, his enemies get cocky.",Culture,3
‘La La Land’ Dominates With Record Wins,Culture,3
Analysts are still waiting for hard evidence that the new tax law is setting off the investment explosion that President Trump and Republicans promised.,Business,1
"Keys Rebounds From Setbacks With Her Power Intact, Surging Into Quarterfinals",Sports,0
"‘The Americans’ Season 6, Episode 5 Recap: The End Game Is Here",Culture,3
You Probably Forgot Morocco Has a World Cup Bid,Sports,0
Facebook Feed Shifting Focus To Genial Ties,Business,1
"All awards season, Times staffers have been arguing about this Oscar-nominated musical. We let them go one more round.",Culture,3
The complexity of the public service loan forgiveness program has tripped up many teachers like Jed Shafer. An October Your Money column led to changes.,Business,1
The ability of the ancient pests may owe less to their speed than to their tough-shock absorbent exoskeletons. The finding could help engineers design tougher robots.,Science,2
